{004df4c6-6fee-4fc5-a108-f414713a71e5} event:/Nested Event
{007817b9-722a-44c8-8e14-cc66233ce495} event:/game/07_summit/altitude_count
{9524d309-340d-4bd4-9479-b6c08e2615cd} event:/game/02_old_site/theoselfie_photo_out
{954696fc-a63e-4463-a54c-10838017aa8e} event:/game/06_reflection/supersecret_torch_4
{95ce0255-9a27-47b4-a902-fb25c0f2a2e2} event:/char/badeline/jump
{96349ed6-cd24-4010-a9ee-0e93101a6609} event:/game/general/crystalheart_bounce
{964ff961-da31-4ff4-b344-7b7dd4ddc7d7} event:/game/06_reflection/crushblock_move_loop
{9677fab0-26e1-4d4f-b302-5032ef1d9472} event:/intro_loop_pair
{96c70110-4204-4456-b3ed-baf02ba4139a} event:/char/oshiro/move_07_roof00_enter
{96db8ec4-31c6-45aa-ae05-0b73cd02a1ff} event:/classic/pico8_boot
{96edfd79-49c3-40dc-9595-f01dc8f9a92a} event:/4000
{972b07a3-38ff-4818-b24d-151db5d3a044} event:/game/general/debris_wood
{97781d70-8798-43ce-b1b8-aec9039c3262} event:/new_content/char/tutorial_ghost/footstep
{97ad5be6-ab5a-4587-9868-1a6a36befc48} event:/game/06_reflection/hug_levelup_text_in
{97d0d2e4-92f5-48cf-948f-4fc85b0a0791} event:/char/badeline/temple_move_chats
{98219552-698d-4944-bf10-1294c77fc422} event:/ice1
{987ab0da-0575-4f22-a0bc-7dd7a3a60769} event:/ui/main/rollover_up
{98815ec2-fc1e-48c1-9aca-88022b4672de} event:/track
{98bbbca2-1b04-495b-8a02-7eae819d473c} event:/game/07_summit/gem_get
{990ebd4d-3117-4c00-8328-88b757411c91} event:/game/06_reflection/scaryhair_whoosh
{9920201a-f44f-464c-ad36-26934ed4b557} event:/ui/main/postcard_ch4_out
{992b2466-36d9-4202-a439-2a74a43a19d1} event:/game/general/assist_nonsolid_out
{99373af6-beba-488d-b516-ff48fd95e8b8} event:/char/madeline/campfire_sit
{99b2879f-9f5f-4c28-8a2f-46e379488863} event:/game/03_resort/clutterswitch_return
{99c35088-2d5e-4846-b27e-e1adfcd15afa} event:/game/01_forsaken_city/fallblock_ice_impact
{99e37b23-955b-4b57-8297-e5c24a7618ee} event:/classic/sfx7
{9a2f4eef-a598-4031-9600-4ed2d0ecec3c} event:/game/06_reflection/feather_reappear
{9a3d146f-f39b-41f5-a269-890782e44fcc} event:/char/dialogue/mom
{9a3d6d97-4b11-4771-bf58-fbe2d7274579} event:/game/04_cliffside/arrowblock_side_release
{9a8568f8-6466-498b-8bd6-56107fc03c91} event:/05_eye_step4
{9aa30c86-bd74-4fe0-a746-6206a161dbda} event:/new_content/game/10_farewell/bird_fly_uptonext
{9ade5023-0a36-4b94-bd91-a542cee21719} event:/game/03_resort/platform_vert_down_loop
{9adf0f9b-8820-44de-aede-62403e1c095c} event:/game/03_resort/suite_bad_moveroof
{9b4a375f-ac9e-4d57-a145-b7e488e46191} event:/game/09_core/switch_to_hot
{9b88cc3d-ef74-4f60-ac31-c1b362aa1361} event:/Nested Event
{9ba95702-66ae-441f-944e-c123175195ff} event:/new_content/game/10_farewell/bird_relocate
{9bbc655b-22ce-4c82-897b-cfe0fad986d5} event:/env/local/waterfall_small_in_shallow
{9cb8fd7f-f28f-4f21-8153-2d3c5830e0a1} event:/new_content/env/local/tutorial_static_left
{9ccbd053-b248-430d-9e0b-d7d294b97e39} event:/env/local/06_reflection/boss_idle_ground
{9cf437b5-d65b-4dd9-a6a4-76fe3e7f9c14} event:/game/03_resort/trapdoor_fromtop
{9d02cd4d-a187-4104-a985-505de199fb25} event:/game/09_core/bounceblock_reappear
{9d30284a-f148-4081-a427-204c10e163b4} event:/04_eye_step3
{9db695ce-ce56-4025-9528-030d6b599c86} event:/game/general/cassette_bubblereturn
{9dc7e9b6-4842-4a82-bd1a-8f12ba890941} event:/1000
{9df8975f-f839-4ee6-91ec-61fcfc2a93a3} event:/game/01_forsaken_city/birdbros_fly_loop
{9e020a96-0a91-41ab-b39a-c2e08288891d} event:/intro_into_loop
{9e41f093-af3f-4fe0-8d71-85b38cbcb8b3} event:/track
{9e499f93-8f88-4450-ae82-54887bb5e3ba} event:/ui/main/rename_entry_backspace
{9e8b0a3f-a8e6-45bd-bbe7-0532700cf80f} event:/Nested Event
{9ecf0bac-9a79-448c-b48c-9f601951e4fd} event:/ice1
{9f711ad4-4561-47f1-ab99-938d1169b1ca} event:/new_content/game/10_farewell/locked_door_appear_1
{9f8d7e9f-ec6d-4903-81bc-e1c4e0869dc1} event:/game/03_resort/clutterswitch_finish
{9fdf9618-b47b-4427-bb22-4642a42296b9} event:/char/dialogue/sfx_support/phone_static_ex
{a013a019-5c83-47fa-8c76-bf26a0ee3ab7} event:/music/lvl2/phone_end
{a0206dfc-61d3-447f-ac45-dbcaeeb2babf} event:/classic/sfx8
{a09bfe4a-d2df-48da-af7f-64c1db765dcf} event:/game/04_cliffside/arrowblock_reappear
{a0b49e74-eb0b-4519-bb38-987095b66578} event:/music/remix/04_cliffside
{a0bb25ba-3b9d-45a1-b4cd-214fe07288c0} event:/game/04_cliffside/greenbooster_enter
{a1745c53-2c9e-4545-bc28-275b56d913d8} event:/new_content/game/10_farewell/bird_crashscene_relocate
{a20f939e-69a3-4b1a-a1ae-7dfcfa310fe0} event:/game/03_resort/lantern_bump
{a2443155-5af1-4e19-80d5-a81a3d9cf06d} event:/char/badeline/wallslide
{a260d3a1-20b3-44f1-9543-e8ec9bcccfe9} event:/new_content/char/madeline/screenentry_gran
{a351d4ea-7c48-43ce-a371-db4ee6f5ddc5} event:/new_content/env/10_voidspiral
{a35e6ac5-3173-40f9-8a1f-84eb2f554514} event:/transition_cymbal
{a35ec65b-6b2b-47b1-8c5f-b13facb6487f} event:/game/05_mirror_temple/seeker_booped
{a38a422d-553d-4a98-bd77-4fb94c9a40a8} event:/new_content/char/badeline/birdcrash_scene_float
{a3a624c2-aad5-46d8-8492-91bd73749b8a} event:/main_track
{a3b25ad0-f493-4fd1-a31f-40b07f739225} event:/ui/main/button_climb
{a3b55290-30ce-464e-b669-9582d71e7c70} event:/game/03_resort/memo_out
{a41658fa-080f-4fde-9a63-d571b36237ed} event:/new_content/char/tutorial_ghost/dash_red_left
{a47180e1-9bc2-4dbc-86c7-6402cea2e2be} event:/game/general/diamond_touch
{a4c41f6f-ff8f-4ec8-b122-6c6ab1f81e23} event:/game/03_resort/platform_vert_start
{a4c52eee-f6a0-4ebe-976f-fab38d4cfa7a} event:/game/general/spring
{a4c825c1-064d-42f7-82e2-400dad446d8a} event:/track
{a4f824f9-22e8-4589-a9b9-0db1ad747fa3} event:/new_content/game/10_farewell/locked_door_appear_4
{a518cc7f-1cd2-4d44-8d57-01a6d6454c0d} event:/5000
{a5b71a3a-2b11-43d7-a6dc-c2fc90d9d07e} event:/char/oshiro/chat_turn_right
{a5ceb7fd-8a03-4c79-8d4f-81ad37400f43} event:/char/badeline/temple_move_first
{a5fff838-6687-4506-b03f-e5b16bb6ae84} event:/ui/world_map/whoosh/600ms_forward
{a64aedd6-1f18-4f49-a41d-9a9f5ebbe616} event:/env/amb/worldmap
{a67c7b2a-2efe-437d-b4eb-9b0b7c9a5c38} event:/game/06_reflection/crushblock_activate
{a691e60a-4ac8-442e-a24d-2bb6efbcc811} event:/rara_5
{a6be1324-2ec2-48d7-add6-9eba8d3d4433} event:/remixes
{a6d20e37-2096-4cbc-b6e7-46961658a2c7} event:/rara_7
{a6e929f3-b6cb-44bc-8df5-1e254605b339} event:/rara_2
{a7153155-8c54-4635-9ea5-5423d9cd02e5} event:/game/06_reflection/feather_state_loop
{a71ecb95-b025-4b35-8a2c-fe0cd6f68e95} event:/ui/main/rename_entry_char
{a7289b79-f525-4762-943e-98cf5c94151a} event:/char/madeline/landing
{a72e0e5c-5db0-4542-8a29-25d4d8e19a14} event:/new_content/game/10_farewell/fakeheart_get
{a766ce9c-b2c3-41f6-a879-fda33dad4623} event:/cane_tap_01
{a780517b-19c9-47d4-88ab-091fb03f1f9e} event:/env/local/campfire_start
{a78e5da7-9ee8-4ba7-bdf0-f3fa45dfb3d8} event:/game/06_reflection/badeline_pull_rumble_loop
{a7fbacf8-7ca6-4b1c-8c9b-aea7eb9d1f64} event:/02_percussion
{a8ac3582-9e94-40af-b76a-2ff51f076e6f} event:/music/menu/level_select
{a8ad11bd-1740-42fc-a83b-e067c2461c18} event:/game/06_reflection/crushblock_move_loop_covert
{a8c37ee3-ebe8-46db-bd49-c30c332a809c} event:/blublublub_2
{a9262674-7b9d-4aea-8a57-84c2f26049b6} event:/classic/sfx14
{a948d002-6935-4b70-92bf-39b7e43c56e0} event:/new_content/game/10_farewell/strawberry_gold_detach
{a962651f-30eb-4a9c-97fc-d835f6a87783} event:/game/06_reflection/supersecret_torch_3
{a97e79b8-1e79-4f31-a648-7b99414a800c} event:/game/09_core/final_heart_get
{a9879415-f054-4486-9582-44cf599b5e70} event:/game/05_mirror_temple/swapblock_return
{a98aad47-5468-4be7-a7a1-4a4f47db36dc} event:/2000
{a9cc805b-cc3c-4e29-af3b-bc69914e5a10} event:/game/general/fallblock_shake
{aa60a19a-6bab-43d2-9b18-9c0f39087123} event:/music/lvl2/awake
{aaa40caf-ae3a-4f7e-a2b3-92c2ebe55df6} event:/classic/sfx0
{aad705c3-ff6f-4193-89dd-6add692e2bef} event:/02_eye_step1
{ab3be2a7-36d0-43cb-990a-2c49ba5d5c60} event:/char/badeline/jump_wall_left
{ab48ef65-2a19-4e26-bd96-c91188020dd6} event:/game/03_resort/clutterswitch_books
{ab60fd25-5612-425c-bcdd-3e57a6c612bf} event:/ui/main/postcard_ch5_out
{aba64434-6a21-4e38-aabe-ede508194e5b} event:/rara_6
{aba9f19a-b015-4dfa-ab6a-c1c34385e6e9} event:/char/dialogue/badeline
{ac1cb91e-c5ed-42f9-82f9-847cc2c0df9e} event:/music/menu/complete_bside
{ac5d3d51-3aac-4c22-a608-ba0bb777ca27} event:/game/05_mirror_temple/crystaltheo_hit_side
{ac7e055f-0a4d-4862-9032-88a8cd9e8322} event:/ui/main/savefile_rename_start
{ac98793d-c890-4675-bb13-3a3aec282b0b} event:/music/cassette/09_core
{acabb91e-660d-4951-8ae0-d683e8d89bb8} event:/finale
{aceb1345-a4e8-4bc5-a872-bb421573f59c} event:/ui/main/button_toggle_off
{ad25a031-880b-4f88-ac12-82d6c52fbdea} event:/char/badeline/appear
{ad92eb22-49bf-40ec-9a2c-ba60df19367d} event:/submerged_return
{adbfae43-5c5b-4b38-abd2-e13215ebde56} event:/game/05_mirror_temple/gate_theo_close
{ae2f6ea7-bd05-41df-a0dd-044058292d72} event:/game/05_mirror_temple/redbooster_reappear
{ae32b875-534a-43de-a8bf-59d802dfb98b} event:/ui/main/postcard_ch6_out
{ae4aea88-f499-49e8-9536-78c4bad21743} event:/char/madeline/idle_sneeze
{ae79fcef-d9b4-44c5-91e5-e0348229e9d5} event:/char/madeline/death
{aec16b15-9f62-4a00-ad28-abfe8b8565dd} event:/game/03_resort/door_wood_close
{aeeb9165-74c6-4fee-bba7-70a6f745d5fe} event:/goodbye_loop
{aeef3032-ca85-4ac7-9866-c04c15bb8ef3} event:/char/theo/resort_vent_rip
{af7a6f63-887d-4508-b54e-ff4e4f296ae1} event:/new_content/music/lvl10/part02
{af9ee1c4-9967-4d30-b9cb-65f1ffd869b6} event:/1000
{afcdbcca-8216-4659-ad5d-a2f4d836e1ee} event:/music/lvl4/minigame
{b03ce754-f33d-44f6-aaa8-4f7702dfc335} event:/game/06_reflection/badeline_pull_whooshdown
{b04421be-109d-400f-8797-cdd05d0f6bd7} event:/game/06_reflection/crushblock_return_loop
{b086c73f-8ceb-4bea-b569-bdd561e32ccf} event:/ui/game/lookout_off
{b09159fb-d5a0-4daa-ab5f-0f1898bc3335} event:/env/amb/06_main
{b0a1d6df-3a64-4c09-afc7-b33523eb0c21} event:/gold_berry
{b0f9d304-0ba2-4858-b514-7620a56dda0b} event:/new_content/game/10_farewell/zip_mover
{b17c7077-e1c9-4ba8-8f49-4eec29d9f1ce} event:/new_content/char/madeline/bounce_boost
{b19f2493-502a-408c-847b-4e0bb666e202} event:/music/lvl5/normal
{b26824d6-39fe-4d09-9d83-ebdcbb29ba6b} event:/ui/game/textadvance_other
{b26ebe07-7db5-40d0-9282-2d1449db8c5a} event:/new_content/game/10_farewell/glitch_medium
{b2c1ca0a-3876-4627-8aaa-ad17b336b399} event:/moon_berry
{b2ee45d8-e1b0-43f1-baaa-f6e77d37ddb5} event:/char/badeline/booster_final
{b3501af7-543d-4a16-ba86-5fb0da4416fd} event:/game/04_cliffside/gondola_theo_lever_fail
{b3639ef6-f73d-4ae0-a8c7-8edb94279868} event:/new_content/ui/skip_all
{b38c0f26-cef2-487f-b99c-295757ccd5a9} event:/game/general/spotlight_outro
{b3da9cec-f45e-4dcd-bf8b-c84a7dd5c56b} event:/game/05_mirror_temple/redbooster_end
{b4002010-ff11-4311-87c7-f87028220f78} event:/char/badeline/boss_idle_air
{b51e22cd-a7bb-42e5-a0d9-af5e9bfe3c36} event:/game/05_mirror_temple/seeker_hit_normal
{b5363122-2c66-492e-8611-925be8ebee2a} event:/Nested Event
{b54ae334-409b-4bba-82e2-62753f764f90} event:/char/badeline/dash_red_left
{b5d1aeec-3d7e-4eed-9e82-5014b99162ce} event:/game/general/seed_pulse
{b5eab944-3bb1-4537-81f8-36cc0768539c} event:/ui/world_map/chapter/checkpoint_start
{b5fd173e-9a58-4412-9be1-094108b82157} event:/state/cafe_computer_active
{b60da537-499a-4c04-9ccd-b2798c25dd7e} event:/1000
{b65c24ca-a160-4d14-b930-2c851cc91f30} event:/game/03_resort/door_metal_close
{b6a91a2b-7682-4318-89af-fe03d4c5c3a2} event:/2000
{b6aad0d5-cc07-46f4-ab3a-3b3692a57678} event:/ui/main/button_invalid
{b6e13523-090a-44eb-aa4f-1a3c270c507f} event:/char/oshiro/move_05_09b_exit
{b6fb5da7-07c0-4b23-bd1f-369a7395f4fe} event:/rara_3
{b6fb5ed5-630d-4ffe-afc2-4c762151d8b8} event:/rara_1
{b778a405-ac7f-440e-8754-aef888736b87} event:/char/dialogue/theo_webcam
{b7c9c3a9-c1bc-4a77-961e-b306f5b9c140} event:/classic/pico8_mus_01
{b7fd1fc1-f041-42ef-82c3-ff792e998a1a} event:/game/07_summit/gem_unlock_3
{b857bbcf-540e-46fd-af37-5ea6d12e28f2} event:/game/05_mirror_temple/mainmirror_torch_lit_1
{b8669a2f-941b-47c3-9e37-fff4c4086a54} event:/game/04_cliffside/gondola_restart
{b8a73743-3db8-4470-aa9c-42ec9500d71e} event:/blublublub_2
{b8e2f523-8fd3-444c-99aa-b45e5910fcda} event:/new_content/game/10_farewell/ppt_dissolve_transition
{b8f82543-3aed-4e88-8256-7b7b1bfafa2f} event:/ui/world_map/journal/page_main_back
{b97aa850-9213-4ff0-931e-627cc28e82d9} event:/track
{b98b9406-a64d-4428-b882-a33366f50cbf} event:/game/general/assist_screenbottom
{b9976863-f695-4730-b534-9299bf5f58b1} event:/game/01_forsaken_city/birdbros_finish
{b99d10cb-deb7-4b29-978b-912f929a5872} event:/ui/main/savefile_rollover_first
{b9d3a7c5-3d49-4b8a-aad1-fcfaf87293af} event:/char/madeline/dash_red_left
{ba4f0d7f-6781-437f-8f40-babd44ffd7e5} event:/new_content/game/10_farewell/bird_flappyscene
{ba61f3cf-14b9-4d76-b433-4a6d8f14dedc} event:/game/06_reflection/supersecret_torch_2
{ba9b868e-95e6-4041-b96c-52cb90da0acb} event:/intro
{baf0c37e-6b25-4b7f-8bcf-653b7ffbb4a5} event:/char/granny/cane_tap
{bb2ac8fc-6353-4127-bc7b-7439262508da} event:/music/cassette/03_resort
{bbabbdbc-da20-42af-9c0d-0daa8299cc7f} event:/classic/sfx38
{bbc37507-2859-4dd7-bbe5-7e6209214e03} event:/ui/world_map/journal/heart_grab
{bbe7d0c8-45f9-4671-b49e-8e38e357bb81} event:/char/badeline/boss_bullet
{bbec6527-f6d3-42a3-9ad5-4ebbeeebccc9} event:/game/03_resort/clutterswitch_linens
{bc008f9e-76c5-42d5-b2f0-574cb7dacf6f} event:/ui/game/chatoptions_select
{bc8a6051-399a-4f76-a865-02b53c5fe8ab} event:/char/badeline/jump_special
{bcd8c865-476c-4ff8-a8a4-facf110321a8} event:/game/04_cliffside/greenbooster_end
{bd2bf7cc-8196-4f69-9548-418ea37eb9fd} event:/music/lvl4/main
{bd5452ab-7b14-4571-bca2-21656793c2d6} event:/new_content/char/granny/cane_tap_ending
{bda820f1-0c6f-4c4f-8e8b-615d94a6bb89} event:/music/cassette/04_cliffside
{bdbc7578-f052-484a-b595-2e265a893adf} event:/1up
{bdeb0f35-c06a-4f67-96d6-57869f22114f} event:/game/05_mirror_temple/redbooster_dash
{be107a92-39f3-4789-8fbb-b1055dee27ee} event:/game/06_reflection/hug_levelup_text_out
{be47fede-abe9-46c7-84b0-35742368e019} event:/blublublub_1
{be656ae9-5942-4717-9caf-ab2f4bd40b58} event:/red_berry
{be75faad-d699-4c88-b34e-966ed5a06d47} event:/5000
{bf3b2921-1442-4713-bfe4-e549b5c7d28c} event:/intro_into_loop
{bfecaa5f-ea11-4451-8ab3-9f0a3410d3ba} event:/Nested Event
{bff1e723-0426-432f-8cbd-780f03e54492} event:/game/04_cliffside/gondola_cliffmechanism_start
{c0050cba-caad-44a7-b200-7fbbc7ee700a} event:/rara_7
{c00b82dc-5376-4685-b790-350984c0218a} event:/2000
{c0b225c7-09c9-4ab7-a093-706c35d87598} event:/new_content/game/10_farewell/ppt_impossible
{c0e02b41-0977-4813-a592-a2a98242b153} event:/ui/main/message_confirm
{c11484c7-8cc1-4328-b074-2ed680b452f1} event:/game/09_core/conveyor_activate
{c122d904-fb7a-4bfe-99a1-f5a4f8701d17} event:/char/badeline/grab_letgo
{c15f9104-cc0f-4d4f-b085-fb0e40d43924} event:/env/local/02_old_site/phone_lamp
{c188c18a-cede-4cca-b9c1-455f89a13ca8} event:/new_content/music/lvl10/cassette_rooms
{c1f648bf-d9b1-455c-a3dd-b92bcce571c6} event:/ui/world_map/icon/flip_right
{c213c17d-68e3-4204-9999-905027b2efa3} event:/main_plus_loop
{c26818dc-435b-4baf-875d-e8659c4fbb70} event:/Nested Event
{c2cd2f17-045c-4312-b7f6-8e7b750577c0} event:/char/badeline/handhold
{c2f12510-a65f-4fe6-b8c2-d6dafd0bd33d} event:/classic/sfx6
{c2f181a5-e820-4e13-aa2d-ff902fab795a} event:/new_content/game/10_farewell/locked_door_appear_3
{c3640c55-8e89-4437-84ce-e0a3c1770575} event:/ui/world_map/whoosh/400ms_forward
{c37ce843-6664-44ab-9d07-8acdbc9efed8} event:/env/amb/03_exterior
{c3ddcdec-04ff-43b0-8103-ba0f0841c550} event:/ui/game/memorial_dream_text_loop
{c3deeaef-d69e-4595-9bba-31caa24af6d8} event:/game/03_resort/suite_bad_ceilingbreak
{c4168a8d-2840-4f88-8dae-c53ae7a67551} event:/game/07_summit/gem_unlock_1
{c42b0fc5-9204-4bd4-b538-969a42182f0c} event:/blublublub_3
{c42fb8e7-341f-4621-a51c-f6c1a1882028} event:/intensity_3
{c439cab1-1e36-48d1-a477-dde147ab8b70} event:/blublublub_1
{c46d3981-3581-4b29-b3f8-d64ab072709e} event:/ui/main/postcard_ch1_in
{c4d2289a-859e-42e9-ba38-eee1791a3a62} event:/ui/game/chatoptions_appear
{c4d97750-9512-487d-bd98-cfbe021a2702} event:/game/05_mirror_temple/swapblock_move_end
{c4df15cb-44b5-4913-b238-29083f1d8b0a} event:/game/general/seed_reappear
{c4fc63e7-6814-466a-9077-c90a82fc710e} event:/char/oshiro/chat_turn_left
{c58966b8-73fe-4b2c-8a8e-68137ad62ee3} event:/bullet_charge_3
{c6311b80-2ae7-4155-80f1-d3e2713efaa3} event:/ui/game/pause
{c6469e1d-0d45-415c-b62f-db602e93e97d} event:/2000
{c649a587-9eb6-4ba6-bafc-de133aeea2c5} event:/ui/main/savefile_delete
{c6c1c7be-a5a5-4654-8e6f-15aed6a96847} event:/new_content/music/lvl10/intermission_powerpoint
{c6d8b40c-ab8b-415e-8279-fd5ddfde7f68} event:/music/lvl2/dreamblock_sting_pt1
{c714b55a-3575-4445-89ff-5b3e5417dc92} event:/Nested Event
{c74741a2-3b04-4ae8-9953-bc2bb485d643} event:/ui/main/postcard_csides_out
{c76a681f-24c9-48b2-b9c7-ca8bca24902e} event:/new_content/music/lvl10/golden_room
{c77ad46f-2a03-4448-949f-e361232745b2} event:/03_melody
{c79a0fd4-ec2a-4bc2-b3fd-e9b3d54f6659} event:/rara_3
{c7f359ea-785f-4328-8135-4000ec1486bc} event:/game/01_forsaken_city/zip_mover
{c802d79b-4106-4def-94d8-af4edc46a302} event:/main_plus_loop
{c8ad0627-526a-4251-b3c9-9e77637278a0} event:/game/07_summit/gem_unlock_6
{c9374bde-64a8-4f26-b4ce-d84b28dac8c8} event:/game/04_cliffside/whiteblock_fallthru
{c98b6436-d6e1-477a-bf27-8ab81501ce74} event:/5000
{c99cd04a-eaa8-4e34-96c6-1e429151ee6f} event:/fast_loop
{ca49621b-2ecf-4c77-8282-ba1719986f0f} event:/game/05_mirror_temple/eyebro_eyemove
{ca812d95-eb8b-4ebd-a04b-e424704c17f2} event:/ui/game/tutorial_note_flip_back
{ca8ffe65-72eb-4fb3-9c3d-27fef47bc3d1} event:/ui/world_map/whoosh/700ms_forward
{cab0df89-b0d1-439c-8ac7-37db9d43e3a1} event:/char/madeline/water_dash_gen
{cabdd646-45f5-4dbd-9cd2-898a99a794c4} event:/new_content/game/10_farewell/ppt_cube_transition
{cad1c006-44ce-4a92-8c90-5996befaa8c4} event:/new_content/char/badeline/booster_finalfinal_part1
{cad411d1-889d-4fb6-85e7-210db19d1e11} event:/char/madeline/wallslide
{cb220baa-d2cb-4a87-9907-a6595dba6735} event:/char/madeline/dash_pink_left
{cb58d270-9f66-4686-aea7-ca779f5ce612} event:/game/09_core/iceblock_touch
{cb643135-d2a6-4999-b669-d2385a7cf546} event:/new_content/game/10_farewell/cafe_computer_startupsfx
{cc153928-7bcc-4c83-b9e2-586dca338588} event:/music/lvl3/intro
{cc28f7b9-6678-4027-b5e4-400bcb0e757e} event:/fire2
{cc54fdc5-ac1a-4df6-8180-03295b15aca1} event:/env/local/waterfall_big_in
{cc79f22a-59ac-45a9-9368-7d42c1822fc0} event:/cane_tap_02
{ccef0473-c1e5-4dd0-8c94-fc3fe5fc95bb} event:/env/local/waterfall_small_main
{cd01863f-3e92-4952-9a97-9a529df26b53} event:/new_content/game/10_farewell/glider_land
{cd547445-32f5-4cbe-a57e-d846d11ae335} event:/rara_4
{ce0c8cf0-9aa6-4b7a-a66a-cd8509e5f674} event:/env/local/07_summit/flag_flap
{ce237948-99bc-45ba-a812-45c3166d1ce9} event:/game/03_resort/platform_horiz_right
{ce338380-a29d-461a-b661-267fa7acd32c} event:/char/oshiro/move_04_pace_left
{ce414756-a0c5-481c-9d0b-dc045f5d5771} event:/game/03_resort/key_unlock
{ce614f36-80cd-453a-8af8-3ba2c20c5a5a} event:/new_content/game/10_farewell/key_unlock_2
{ce932c18-417c-4317-a613-e6f9c0ebc6b5} event:/track
{cf18e899-f774-47e2-b72c-5252231fd47c} event:/ui/main/button_select
{cf7da883-9198-4c7d-be5d-50141df7af18} event:/track
{cffad095-d6a7-4c91-b263-74bec658f1d8} event:/ui/main/rename_entry_accept
{d0ea5750-b681-4bcd-a795-8a1fa908ac2e} event:/env/amb/04_main
{d0fff247-3b15-4a9c-8606-00cf2da9475a} event:/game/04_cliffside/gondola_scaryhair_03
{d16b3d24-62a8-428d-a6c9-9a1d9b0b47db} event:/game/09_core/bounceblock_break
{d1915e57-1952-448d-8610-6b123f6b449c} event:/game/06_reflection/badeline_freakout_5
{d27aa340-38c2-46fe-9e45-83c4f6be9070} event:/new_content/game/10_farewell/lightning_strike
{d29c3fd7-70a9-4d61-9f46-bd103e7af33b} event:/bullet_charge_1
{d2c8b607-3339-4882-bfa6-e2023dd9ab5f} event:/game/03_resort/door_wood_open
{d2e0785c-55df-4409-9555-51fd3d94f3de} event:/intensity_1
{d375e1f8-d1ac-47f2-8bc9-bc51029404e6} event:/game/06_reflection/hug_image_2
{d389ba5d-76cf-4634-a763-d60d23c07cb1} event:/ui/main/rename_entry_rollover
{d3a1e63e-2265-4652-988f-3d07724ab466} event:/new_content/game/10_farewell/bird_crashscene_leave
{d3ade5b6-5418-4d18-8ac3-b31f1f5a9581} event:/char/theo/resort_ceilingvent_seeya
{d3bd0dd4-28a4-4217-ac40-a3b8c2531979} event:/new_content/game/10_farewell/glider_wallbounce_left
{d5e8a4f4-f627-4802-975c-b99ef4fea5ee} event:/game/04_cliffside/arrowblock_reform_begin
{d63e2c8f-499c-4edc-a892-041ae47d5b96} event:/char/oshiro/move_06_04d_exit
{d6d43345-0e18-42e7-bcd4-48364915ce0c} event:/01_ambient
{d6db6d62-8ea2-4274-a049-0c47267c8b3c} event:/finale
{d6e67f5d-c1f4-4db5-bb4c-3cb467c7d83e} event:/track
{d6f46f68-4180-49b8-84a6-a8d85011dab5} event:/main_track
{d70113e2-e685-4934-8884-e9221fee83b4} event:/bullet_charge_3
{d75e80d5-50b4-4a0c-91c8-b7d377fd0d9b} event:/game/02_old_site/theoselfie_foley
{d76b642b-3a69-4960-bfe3-2146b1654e5c} event:/ui/world_map/journal/heart_shift_down
{d77f57f5-6a0e-41d7-aff8-3d2e35942458} event:/game/03_resort/fallblock_wood_impact
{d7c6ea52-c946-4099-9a90-553be5d5335b} event:/game/06_reflection/fallblock_boss_shake
{d7f87c78-d631-4cb3-8487-f077d65ed4a5} event:/game/05_mirror_temple/seeker_hit_lightwall
{d84208ec-02a3-4f50-b0dd-fed4407f41c4} event:/2000
{d85a0635-cbcf-4ba3-8466-b6e24aa45894} event:/state/underwater
{d879f9dd-98d0-479e-9f08-a1848f4a0f5c} event:/char/badeline/duck
{d8b73d62-f252-4265-94cf-8720f9369773} event:/intro_plus_loop
{d947ef25-1335-4e74-9675-7f91beb1df80} event:/ui/world_map/chapter/tab_roll_left
{d9a77828-0390-434a-8cbc-e3df56a40cc4} event:/char/badeline/jump_climb_right
{d9c39b1e-abbe-40b0-a78a-b78b61d94ebd} event:/game/09_core/rising_threat
{da151fa2-fc63-47c3-ad72-f948ff3f9d54} event:/track
{da7aa729-747b-46d4-910b-0e13d47faf9b} event:/rara_6
{dae064c8-86f9-458b-83af-fbd8b699a3b9} event:/char/madeline/theo_collapse
{db21d96e-f70a-4799-987e-574c9f68cc2d} event:/new_content/char/badeline/booster_finalfinal_part2
{db641550-ff4f-430a-9dad-9e038e382ae5} event:/env/amb/03_pico8_closeup
{dc252eb7-578c-46d8-9b55-804abbd10660} event:/track
{dccaadfe-f788-4980-8a91-4f8fadb26609} event:/game/07_summit/gem_unlock_4
{dcef4547-0df6-4b2c-9a70-3aa537982264} event:/ui/main/button_toggle_on
{dcef90ad-4141-4451-a54a-139802c4cfe5} event:/game/03_resort/deskbell_again
{dd319a09-d197-4604-8ebf-c5fee614d863} event:/game/general/strawberry_wingflap
{dd4cb027-0132-4039-9303-c9ad8589683e} event:/ui/game/chatoptions_roll_down
{dd53a3ab-bc60-4da3-996d-5fc6b83483dc} event:/ui/main/assist_button_no
{dd9434f0-b151-405d-8e16-b5b3a1112d1c} event:/2000
{ddc42ef0-bda4-4dec-9ba0-f05de6be21b6} event:/rara_5
{ddeb5097-ebd0-4e92-964c-b9458ae3ff18} event:/music/lvl5/middle_temple
{ddf70f5d-bd79-46da-ab2e-35d8795aab78} event:/ui/main/postcard_ch2_out
{de545f84-effc-4211-b6e5-ecffe93189db} event:/new_content/game/10_farewell/glider_wallbounce_right
